,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,pre 2014 reviews,post 2014 reviews,percent change
0,2265,Zen-East in the Heart of Austin,2466,Paddy,,78702,30.2775,-97.71398,Entire home/apt,225,28,24,3/16/2019,0.19,3,25,9,15,0.666666667
1,5245,"Green, Colorful, Clean &  Cozy home",2466,Paddy,,78702,30.27577,-97.71379,Private room,100,28,9,3/14/2018,0.07,3,30,5,4,-0.2
2,5456,"Walk to 6th, Rainey St and Convention Ctr",8028,Sylvia,,78702,30.26112,-97.73448,Entire home/apt,95,2,490,6/28/2019,3.89,1,307,266,224,-0.157894737
3,5769,NW Austin Room,8186,Elizabeth,,78729,30.45596,-97.7837,Private room,40,1,250,6/6/2019,2.22,1,58,150,100,-0.333333333
4,6413,Gem of a Studio near Downtown,13879,Todd,,78704,30.24829,-97.73726,Entire home/apt,99,3,95,7/7/2019,0.81,1,70,15,80,4.333333333
5,6448,Secluded Studio in 78704 (Zilker),14156,Amy,,78704,30.26027,-97.76503,Entire home/apt,129,3,210,5/27/2019,2.2,2,124,65,145,1.230769231
6,8502,Woodland Studio Lodging,25298,Karen,,78741,30.23616,-97.73682,Entire home/apt,40,3,46,5/28/2019,0.4,1,180,21,25,0.19047619
7,14765,"30s Craftsman Travis Hghts home, SoCo,  downtown",57982,Charla,,78704,30.25012,-97.74193,Entire home/apt,260,2,47,4/14/2019,0.61,1,192,4,43,9.75
8,14913,Blue Boy Club House / Music Venue,58635,Steven,,78748,30.15645,-97.82411,Entire home/apt,300,1,25,8/26/2018,0.39,1,0,3,22,6.333333333
9,21126,Live Like a Local in a Chic Mid-Century Modern Retreat,80406,Dani,,78704,30.24503,-97.74075,Entire home/apt,550,1,84,7/7/2019,1.07,12,151,7,77,10
11,22166,Close in Hill country views NW ,84906,Stacey,,78759,30.38957,-97.76216,Entire home/apt,155,30,9,7/4/2015,0.08,1,338,7,2,-0.714285714
12,22828,Garage Apartment near S Congress,56488,David,,78741,30.23564,-97.73146,Entire home/apt,54,31,36,6/21/2019,0.32,1,262,21,15,-0.285714286
13,22982,Private Clarksville 2-1/Sleeps Six,89031,Gina,,78703,30.28027,-97.75596,Entire home/apt,95,2,138,7/7/2019,1.22,1,306,34,104,2.058823529
14,25028,Lovely Central Austin Bungalow,102862,Elana,,78757,30.33766,-97.73726,Entire home/apt,100,30,32,5/30/2019,0.28,1,285,23,9,-0.608695652
15,27632,Clarksville Condo - Minutes to DT!,119441,Angele,,78703,30.27722,-97.76088,Entire home/apt,95,2,95,6/21/2019,0.88,1,197,67,28,-0.582089552
18,40285,"OUTDOOR LIVING IN AUSTIN, TX",170787,Robbie,,78731,30.35141,-97.76323,Entire home/apt,350,2,29,5/27/2019,0.28,1,364,21,8,-0.619047619
19,46929,Sunny Central Austin Apartment,210965,Susan And Anthony,,78703,30.30038,-97.77886,Entire home/apt,105,2,352,7/5/2019,3.31,2,258,132,220,0.666666667
21,50310,Super Hip South Austin Studio,230553,Sevylla,,78744,30.20093,-97.75318,Entire home/apt,40,3,239,6/17/2019,2.24,1,276,114,125,0.096491228
22,50318,Scooby Doo House,12409,Flip,,78705,30.28625,-97.75022,Entire home/apt,100,5,28,3/17/2019,0.26,2,222,21,7,-0.666666667
23,50334,Villa in Central Austin for ACL!,230747,Suzanne,,78703,30.28271,-97.75881,Entire home/apt,300,7,3,3/18/2015,0.03,1,365,2,1,-0.5
24,51100,Walking distance to ACL,235136,Charla,,78703,30.28188,-97.76413,Entire home/apt,500,3,2,5/12/2019,0.02,1,210,1,1,0
25,56690,STUDIO IN SOCO.  BEST LOCATION!,268988,Stephanie,,78704,30.2444,-97.75121,Entire home/apt,150,2,157,6/9/2019,1.55,2,81,68,89,0.308823529
26,57187,"Zilker Park, Fun, Funky, Colorful, Peaceful Haven",272156,Lois,,78704,30.25596,-97.76866,Entire home/apt,99,1,584,7/7/2019,5.63,2,342,242,342,0.41322314
27,68130,Hyde Park Flat - Bamboo Floors,336916,Drew,,78751,30.31171,-97.72455,Entire home/apt,89,2,433,6/25/2019,4.19,1,95,130,303,1.330769231
28,69303,Colorful and Quirky Zilker Park Townhouse,272156,Lois,,78704,30.2607,-97.77194,Entire home/apt,145,2,82,7/7/2019,0.82,2,340,9,73,7.111111111
29,69352,Enchanting Zilker Cottage~Downtown,347068,Particular Properties,,78704,30.25775,-97.76354,Entire home/apt,159,2,390,5/24/2018,3.86,2,1,202,188,-0.069306931
30,69810,"Live Beneath Live Oaks in a Bright, Intimate House",82762,Dolina,,78704,30.23152,-97.76434,Entire home/apt,110,2,410,6/30/2019,4.03,1,301,205,205,0
32,70812,1 Bedroom Apt; Above the Studio,268988,Stephanie,,78704,30.24501,-97.74986,Entire home/apt,150,2,131,6/23/2019,1.29,2,81,56,75,0.339285714
33,72318,"Private, Super Cool, and very Close In",374529,Alyson & Max,,78704,30.2532,-97.77891,Private room,125,3,38,10/15/2018,0.38,3,20,25,13,-0.48
34,72633,Architect Designed - Great Location,377037,Becca,,78704,30.24604,-97.75329,Entire home/apt,470,2,39,3/20/2019,0.39,1,351,19,20,0.052631579
35,72706,"July price drop! Great, Central SoCo Cottage!",377618,Susan,,78704,30.24775,-97.76403,Entire home/apt,145,2,248,7/8/2019,2.45,2,295,92,156,0.695652174
36,72833,Central Cottage with bikes!,378744,Ellen And Andy,,78731,30.31383,-97.75161,Entire home/apt,85,3,311,7/10/2019,3.07,1,116,143,168,0.174825175
37,73005,3BR Convenient Gated Townhome!,128514,Vivian,,78727,30.41519,-97.73019,Entire home/apt,230,2,23,4/15/2019,0.23,1,146,9,14,0.555555556
38,73289,Simple 2/2 in Central Austin,382510,Christina,,78705,30.28985,-97.7451,Entire home/apt,107,30,41,6/28/2019,0.4,2,298,31,10,-0.677419355
39,73898,Close to everything !! Good music!!,387130,Rick,,78749,30.20857,-97.85673,Private room,67,10,26,4/21/2018,0.27,1,0,1,25,24
40,74318,Private Guest House 78704,387918,Amy & Justin,,78704,30.24422,-97.77885,Entire home/apt,90,2,190,6/1/2019,1.88,1,360,125,65,-0.48
41,74716,Welcoming East Austin Guest Suite,393795,Jennifer,,78702,30.27656,-97.72166,Private room,75,2,87,10/25/2018,1.24,1,10,1,86,85
42,74742,Large private room,394019,William,,78704,30.23042,-97.78256,Private room,77,1,6,3/18/2019,0.06,2,35,1,5,4
43,75174,South Shore Condo on Lady Bird Lake,393905,David,,78702,30.24773,-97.72584,Entire home/apt,130,2,242,5/17/2019,2.39,2,213,92,150,0.630434783
44,75957,PRIVATE COTTAGE APT IN Tarrytown -Central Austin,404260,Kelly,,78703,30.29187,-97.76824,Entire home/apt,115,2,264,6/23/2019,2.6,2,353,110,154,0.4
45,76391,3700 ft2 brand new Mueller Home,407740,Michelle,,78751,30.3071,-97.73046,Entire home/apt,850,3,4,3/19/2015,0.04,1,365,3,1,-0.666666667
46,76497,Lovely chic 2 Bdrm Downtown whereAirbnb CEO stays,177441,Ashley,,78703,30.27577,-97.75608,Entire home/apt,152,2,175,7/6/2019,1.73,2,352,53,122,1.301886792
47,76501,Upstairs Flat in Central Austin,408534,Kevin And Bob,,78722,30.29138,-97.71907,Entire home/apt,125,2,156,7/7/2019,1.53,1,135,56,100,0.785714286
49,76996,The Travis Heights Tree House,1665428,Krista,,78704,30.23778,-97.74453,Entire home/apt,68,20,34,7/5/2019,0.34,1,318,19,15,-0.210526316
50,77635,"Retro 60's Home,Walk to Zilker,Yard",416628,Carlos,,78704,30.25177,-97.77888,Entire home/apt,195,3,14,6/4/2019,0.17,2,359,5,9,0.8
51,77639,Sweet South Austin Spot,416628,Carlos,,78704,30.25003,-97.77859,Entire home/apt,245,3,19,5/6/2019,0.33,2,362,2,17,7.5
53,78127,Downtown Luxury Home/ Clean/ PERFECT LOCATION,419707,Julia,,78701,30.2752,-97.74863,Entire home/apt,404,1,6,5/26/2019,0.06,3,0,2,4,1
54,78584,East 2nd Street Charmer!,422239,John,,78702,30.26278,-97.73529,Entire home/apt,176,2,99,6/27/2019,1.13,3,92,3,96,31
55,78731,Large Room and Private Bath in Central East Austin,423131,Robin,,78702,30.26984,-97.72874,Private room,85,2,158,6/7/2019,1.77,1,86,3,155,50.66666667
56,78749,Condo in the Heart of Downtown Austin...Walkable!,423241,Breanne,,78701,30.27066,-97.7414,Entire home/apt,128,14,8,5/21/2019,0.08,2,46,5,3,-0.4
57,78757,Nice Room Great House near Zilker,374529,Alyson & Max,,78704,30.24716,-97.782,Private room,79,2,74,3/16/2019,0.73,3,359,49,25,-0.489795918
58,78831,Cool Hyde Park efficiency apartment,423840,Marcus,,78751,30.31262,-97.72543,Entire home/apt,109,2,311,6/12/2019,3.06,1,168,148,163,0.101351351
59,78884,Beautiful Zilker Park Condo next to Downtown!,424158,Lynne,,78704,30.26088,-97.77438,Entire home/apt,89,2,117,6/23/2019,1.15,1,209,36,81,1.25
60,78974,78704 Detached Garden  Cottage,424835,Dan,,78704,30.23916,-97.76487,Entire home/apt,125,1,401,7/6/2019,3.96,1,333,191,210,0.09947644
62,79432,Carriage House Apartment,427758,Ford,,78703,30.2809,-97.76065,Entire home/apt,119,30,54,6/2/2019,0.53,1,153,37,17,-0.540540541
63,79768,East-Side Bungalow,430091,Shawn,,78702,30.26071,-97.73258,Entire home/apt,225,4,34,3/11/2019,0.36,2,0,8,26,2.25
64,80025,HOUSE SXSW Only. NEW LISTING,428761,David,,78722,30.29808,-97.71339,Private room,600,5,4,1/23/2018,0.04,1,365,3,1,-0.666666667
66,83643,Fun Central Austin Convenience,456230,Michele,,78752,30.32373,-97.71629,Private room,47,2,169,7/8/2019,1.78,1,316,69,100,0.449275362
68,89475,4 Bed Contemporary w/2 Living Rooms,487072,Greg & Amanda,,78757,30.35669,-97.72658,Entire home/apt,199,30,89,6/26/2019,1.06,10,245,4,85,20.25
69,90898,"Artsy, Cozy, and Fun; Our Travis Heights 2-1",236847,Lester,,78704,30.24666,-97.7476,Entire home/apt,112,2,69,7/8/2019,0.69,1,310,35,34,-0.028571429
70,104099,Zilker Guesthouse,213651,Daniel,,78704,30.25456,-97.77551,Entire home/apt,85,2,142,5/8/2019,1.5,2,93,41,101,1.463414634
71,104386,South Austin Cottage 78704 - 2BR,543367,Mary,,78704,30.24613,-97.74528,Entire home/apt,77,31,124,5/27/2019,1.25,2,176,67,57,-0.149253731
72,113779,Spacious 1BR w/ Office in Hyde Park,578211,Pete,,78751,30.30326,-97.73057,Entire home/apt,119,5,61,7/6/2019,0.67,9,365,23,38,0.652173913
73,113791,Avenue G Guesthouse in Hyde Park,578249,Larry And Susan,,78751,30.3022,-97.73013,Private room,60,30,12,6/22/2018,0.12,2,305,8,4,-0.5
74,116014,SXSW LAST MINUTE Downtown Space,419707,Julia,,78701,30.27509,-97.74851,Entire home/apt,260,1,2,4/14/2019,0.02,3,0,1,1,0
75,128326,Austin City Limits-Private Pool by Nature Preserve,634580,Morrie And Rachel,,78736,30.24395,-98.00244,Entire home/apt,295,3,174,7/2/2019,1.83,1,315,3,171,56
76,140474,Historic Hyde Park Home By Downtown,578211,Pete,,78751,30.30226,-97.73143,Entire home/apt,136,5,51,7/5/2019,0.54,9,329,16,35,1.1875
77,140504,1915 Home w/1BR With Modern Flare,578211,Pete,,78751,30.30242,-97.72954,Entire home/apt,119,5,45,7/6/2019,0.47,9,0,10,35,2.5
78,140561,ELEGANT 4 B.R. HOME NEAR DOWNTOWN,41259,Vincent,,78744,30.16127,-97.7843,Entire home/apt,199,2,33,7/7/2019,0.37,1,182,4,29,6.25
79,141550,"Sweet, Sexy Studio in the '02",688306,Epiphany,,78702,30.25582,-97.72709,Entire home/apt,107,1,404,7/3/2019,4.23,1,125,82,322,2.926829268
80,145210,Maiden Lane Guesthouse,475506,Dan,,78705,30.30219,-97.74143,Entire home/apt,129,3,179,5/21/2019,2.22,1,276,49,130,1.653061224
81,146153,CUTE CHERRYWOOD BUNGALOW,707052,Julie,,78722,30.28917,-97.71148,Entire home/apt,100,28,19,7/29/2018,0.21,1,364,4,15,2.75
82,154103,"4 BDR Home Ideal for SXSW, F1, ACL",741170,Scott,,78704,30.2515,-97.78206,Entire home/apt,373,3,13,3/13/2019,0.14,1,336,6,7,0.166666667
83,155359,TheTramHouse-90 Day Min,372205,Keith,,78732,30.41813,-97.88915,Entire home/apt,105,90,33,11/18/2018,0.35,3,250,20,13,-0.35
84,158398,ACL 2019 oasis! Short bike or scooter to the park!,760426,Lis,,78704,30.2521,-97.78382,Entire home/apt,699,4,11,3/10/2019,0.12,1,300,6,5,-0.166666667
85,166561,SOCO ItZ bitZ Bungalow,347068,Particular Properties,,78704,30.24154,-97.76121,Entire home/apt,69,2,345,6/16/2019,3.55,2,188,177,168,-0.050847458
87,174828,Light and Airy Central Austin Retreat with Gorgeous Patio,835236,Jenny,,78752,30.33107,-97.7142,Entire home/apt,350,2,276,6/30/2019,2.9,1,318,65,211,2.246153846
88,175882,CENTRAL AUSTIN- Treehouse Bungalow,840773,Katy,,78703,30.27869,-97.75311,Entire home/apt,205,2,36,4/10/2019,0.38,1,109,4,32,7
89,191719,2b/2b downtown Austin minutes away from everything,670910,John,,78704,30.25784,-97.76114,Entire home/apt,270,3,205,6/27/2019,3.46,1,153,12,193,15.08333333
90,195674,"Large Zilker Home, Downtown- SOCO-ACL!",951551,Lori,,78704,30.25836,-97.76723,Entire home/apt,700,2,29,5/26/2019,0.37,1,355,7,22,2.142857143
91,202187,South Congress Studio Apartment,989596,John,,78704,30.24776,-97.74527,Entire home/apt,85,1,663,6/24/2019,6.99,2,283,182,481,1.642857143
93,207054,2BR Mid-Century Home near Downtown & Lake,1018853,Merri Gale & Donald,,78741,30.24594,-97.7313,Entire home/apt,124,2,113,6/23/2019,1.2,1,119,27,86,2.185185185
94,208897,"Heart of east Austin–unique, bright, private haven",1029071,Suzanne,,78702,30.2635,-97.70097,Entire home/apt,184,2,66,7/1/2019,1.02,1,76,1,65,64
95,214795,Cute Condo Close to Zilker & Dwntwn,1109019,Kristi,,78704,30.25341,-97.77369,Entire home/apt,99,2,470,7/11/2019,5.03,1,0,14,456,31.57142857
96,217637,East Austin Charmer -- Super Cozy,307872,T.M.,,78722,30.28913,-97.71844,Entire home/apt,79,2,117,6/29/2019,1.28,1,166,12,105,7.75
97,218402,New to Austin?  Perfect transition place!,1129520,Paulette,,78754,30.3635,-97.64556,Private room,45,30,20,6/25/2019,0.21,1,336,12,8,-0.333333333
99,224603,Modern Studio Loft,1169129,David And Kristy,,78751,30.30788,-97.72679,Entire home/apt,94,3,102,10/23/2017,1.07,1,7,27,75,1.777777778
101,233930,The Treehouse 1930's Hyde Park Home,578211,Pete,,78751,30.30271,-97.73123,Entire home/apt,159,5,62,7/8/2019,0.68,9,358,11,51,3.636363636
102,234194,Beautiful Room on 5 acres,1207603,Cj,,78737,30.17278,-97.973,Private room,55,1,35,6/30/2019,0.55,2,345,3,32,9.666666667
103,237705,Remodeled Bungalow Downtown Eastside!,1246229,Elizabeth,,78702,30.25409,-97.72566,Entire home/apt,450,1,34,6/30/2019,0.36,4,21,6,28,3.666666667
105,240541,Stay in the Birdhouse! East/Downtow,1246229,Elizabeth,,78702,30.25426,-97.72431,Entire home/apt,81,1,312,6/27/2019,3.47,4,59,34,278,7.176470588
106,244785,Tranquil East Austin Guesthouse: Summer Haven!,1284548,Gwen & Richard,,78702,30.27917,-97.71564,Entire home/apt,90,1,560,7/1/2019,5.96,1,233,245,315,0.285714286
107,248515,Cute Eastside Bungalow -  Perfect Austin Base,1208485,Caitlin,,78702,30.25434,-97.72825,Entire home/apt,500,2,17,3/13/2019,0.19,2,363,8,9,0.125
108,254232,Central Austin Luxury Home,1335409,Eric,,78703,30.27928,-97.75642,Entire home/apt,610,5,5,3/20/2016,0.06,2,363,3,2,-0.333333333
109,256464,A Baby suite on SoCo in room bath,1348968,Sailing,,78704,30.24481,-97.75253,Private room,110,1,84,5/19/2019,0.9,7,360,69,15,-0.782608696
110,259845,East Side Brand new! Close UT-DownT,1143953,Linda And Lia,,78702,30.2717,-97.71704,Private room,65,2,66,6/30/2019,0.74,2,268,18,48,1.666666667
112,277028,One of a kind stay In the Heart of ATX,746455,Michael,,78703,30.28281,-97.76417,Entire home/apt,399,2,38,6/30/2019,0.41,2,354,13,25,0.923076923
113,281182,Great House 1 block from Metro Rail,1465788,Michelle,,78702,30.28091,-97.70809,Entire home/apt,350,2,31,4/28/2019,0.35,1,344,2,29,13.5
114,282342,Terrific 3bedroom 2.5bath Kitchen Garage Home,1471597,Teresa,,78758,30.36663,-97.70872,Entire home/apt,69,45,19,6/11/2019,0.21,1,35,4,15,2.75
115,286029,Vintage Modern Home - VERY Central!,1488733,Brooke,,78704,30.25864,-97.75981,Entire home/apt,222,1,161,6/23/2019,1.76,34,21,28,133,3.75
116,294708,3bd+Loft...SOCO Area Convenience,1523587,Dallas,,78704,30.23223,-97.74579,Entire home/apt,154,2,215,6/22/2019,2.41,20,292,56,159,1.839285714
117,295275,Stylish 3/2/2 with large backyard,1282837,Joseph,,78745,30.18844,-97.78975,Entire home/apt,210,30,50,11/2/2018,0.56,2,304,26,24,-0.076923077
118,299282,"Light Filled Room, Hyde Park near UT",1541934,Margo,,78751,30.30944,-97.73181,Private room,195,30,35,3/17/2019,0.39,12,287,23,12,-0.47826087
119,300574,Hip Retro Groovy LOFT South Austin Style,167892,Veronica,,78704,30.25721,-97.75563,Entire home/apt,124,2,300,7/7/2019,3.33,2,339,104,196,0.884615385
120,304866,Big cute clean Casita in SxSAustin!,1568741,Jim O',,78745,30.20948,-97.76969,Entire home/apt,65,3,102,7/7/2019,1.12,13,360,41,61,0.487804878
121,305392,SXSW * Sleeps 10 * Walk everywhere!,117233,Paige,,78702,30.25518,-97.73289,Entire home/apt,525,3,9,3/12/2019,0.12,2,6,1,8,7
122,311092,Apt for Rent- Close to Dwntwn,1599866,Jaclyn,,78704,30.23225,-97.76552,Entire home/apt,125,2,18,4/15/2019,0.2,1,357,4,14,2.5
124,313973,Barton Hills Man Cave Very Private,374529,Alyson & Max,,78704,30.25191,-97.78116,Private room,225,2,22,10/16/2017,0.25,3,89,12,10,-0.166666667
125,316630,"Hip, convenient home in 78704!",1626165,Gretchen,,78704,30.25431,-97.75578,Entire home/apt,400,3,9,3/24/2015,0.1,1,0,7,2,-0.714285714
126,319759,█ Swanky Townhome+Rooftop | Downtown | 6th Street!,814883,Kristen,,78702,30.2648,-97.73428,Entire home/apt,200,2,201,6/23/2019,2.25,11,306,73,128,0.753424658
127,319887,Quaint East Austin 2BR SXSW 2016,1640158,Jessica,,78702,30.25536,-97.72855,Entire home/apt,650,4,2,3/18/2015,0.03,1,0,1,1,0
128,319894,The Perfect Modern Austin Home,1640172,Gary,,78724,30.28413,-97.64927,Entire home/apt,230,2,41,7/7/2019,0.46,2,352,2,39,18.5
129,320161,Country Road Room 5,1427814,Andrea,,78747,30.16204,-97.73744,Private room,45,30,19,3/30/2019,0.21,9,0,3,16,4.333333333
131,321636,Chic 1953 Spartanette Guesthouse,1647037,Sara,,78702,30.27752,-97.71919,Entire home/apt,95,1,387,6/15/2019,4.3,2,166,120,267,1.225
132,321675,3/2 House w/ Pool in Barton Hills,1142525,James,,78704,30.2509,-97.78843,Entire home/apt,500,1,13,10/4/2015,0.17,1,0,7,6,-0.142857143
133,321718,Casa De Senor Don Gato,1647403,David,,78704,30.24391,-97.77203,Entire home/apt,475,3,9,3/13/2018,0.12,1,365,2,7,2.5
134,322834,Spacious 3/2 East Austin Home,3797734,Leslie And Dylan,,78702,30.26833,-97.71708,Entire home/apt,240,7,47,3/25/2018,0.53,1,0,25,22,-0.12
135,323733,4th St Loft in Downtown Austin!,1654178,Erik & Crystal,,78701,30.26778,-97.74563,Entire home/apt,149,1,355,7/7/2019,4,1,271,79,276,2.493670886
136,324552,South Congress private SOCO Studio,1348968,Sailing,,78704,30.24588,-97.75122,Entire home/apt,95,1,180,4/14/2019,1.99,7,354,81,99,0.222222222
137,325889,"Amazing House & Location, Jacuzzi, Walk S Congress",1666874,Abbie & Brian,,78704,30.24669,-97.75532,Entire home/apt,799,3,12,7/7/2019,0.13,2,342,1,11,10
138,326839,Eastside Treasure,1671318,Kelsey,,78702,30.26052,-97.71214,Entire home/apt,375,3,9,3/17/2019,0.1,1,0,3,6,1
139,327911,Lovely Room on bus line,1631335,Peggy,,78757,30.33354,-97.73222,Private room,47,2,86,10/7/2018,0.95,1,192,33,53,0.606060606
140,329172,"Hillside designer home,10 min.dwntn",1680871,Janet,,78746,30.3024,-97.80719,Entire home/apt,495,3,6,6/5/2016,0.07,1,352,3,3,0
141,329306,"Urban Homestead, 5 minutes to downtown",880571,Angel,,78702,30.27235,-97.72514,Private room,75,2,429,6/24/2019,4.82,10,324,147,282,0.918367347
142,333442,RARE SECLUDED 1940s ESTATE,1698318,Virginia,,78703,30.31293,-97.76659,Entire home/apt,450,3,106,7/7/2019,1.3,1,275,16,90,4.625
143,333810,South Austin Home 5 min to Downtown,1700565,Robin,,78741,30.23193,-97.74121,Entire home/apt,175,6,3,3/17/2016,0.04,1,0,1,2,1
144,333815,Solar Sanctuary - Zen Room,372962,Kim,,78704,30.25333,-97.7523,Private room,99,1,142,6/22/2019,1.6,2,326,49,93,0.897959184
145,333856,Solar Sanctuary-Austin History Room,372962,Kim,,78704,30.25304,-97.75301,Private room,99,1,103,5/26/2019,1.15,2,331,26,77,1.961538462
146,333857,Walk to Downtown Homestay Pink Room,1700729,Larry And Joanna,,78702,30.27508,-97.72995,Private room,65,1,135,6/7/2019,1.52,1,103,30,105,2.5
147,334554,"SXSW Great 2BCondo, minutes from Downtown & Zilker",1703984,Cindy,,78704,30.2407,-97.77525,Entire home/apt,275,5,6,3/12/2019,0.07,1,125,4,2,-0.5
148,335885,"5Bed/3Bath: Sleeps 16+, Private 4Bed/2Bath, Pool",1707903,Stephen,,78749,30.20693,-97.85641,Private room,600,2,15,3/20/2016,0.17,2,359,10,5,-0.5
149,335945,"Wonderful and comfy townhome, very central and fun",1555683,Patrick,,78741,30.24035,-97.73334,Entire home/apt,190,2,32,4/23/2018,0.36,1,222,16,16,0
150,337125,"1800 Sq ft, 3-2 home in NW Austin",261883,Carolyn,,78759,30.42198,-97.76717,Private room,75,1,33,10/6/2015,0.37,1,83,26,7,-0.730769231
151,337149,Eastside House - Near Downtown!,1714022,Jessica,,78702,30.256,-97.72595,Entire home/apt,200,2,158,6/23/2019,1.77,1,110,41,117,1.853658537
152,337414,cute house near East 6th St!,1714815,Veronica,,78702,30.26795,-97.71195,Private room,115,1,15,4/23/2016,0.19,1,0,5,10,1
153,338117,Central East Private Room- Close UT,1143953,Linda And Lia,,78702,30.27374,-97.71887,Private room,67,2,59,7/10/2019,0.66,2,273,15,44,1.933333333
154,340419,*SXSW PRIME LOCATION E 5TH ST*,1727068,Chris & Ana,,78702,30.2628,-97.72499,Entire home/apt,222,7,5,3/14/2018,0.06,1,284,2,3,0.5
155,341382,SXSW | RENOVATED 4 bedroom home near Downtown,1205884,Luke And Rachel,,78702,30.26496,-97.71496,Entire home/apt,750,1,125,3/17/2019,1.4,1,0,77,48,-0.376623377
156,341596,South Austin Ultra Modern,1733004,Julie,,78704,30.24754,-97.75855,Private room,120,2,62,6/2/2019,0.69,1,281,8,54,5.75
157,341624,Funky South Austin Home :: Easy Access to SXSW,1733263,Brad,,78745,30.21698,-97.77233,Entire home/apt,250,2,4,3/18/2019,0.06,1,0,3,1,-0.666666667
159,341909,3 BR-walk to SXSW / Convention Center,1734746,Eileen,,78702,30.2537,-97.73116,Entire home/apt,450,3,7,3/13/2019,0.09,1,0,5,2,-0.6
160,342039,Private Guest House - Walk Downtown,1735494,Joey And Steph,,78702,30.25185,-97.73104,Entire home/apt,135,2,261,6/22/2019,2.93,1,306,89,172,0.93258427
162,343258,"Artsy, Spacious South Austin Spot",1649892,Cecily,,78745,30.20633,-97.79218,Entire home/apt,120,2,31,10/23/2016,0.35,1,202,21,10,-0.523809524
163,343462,Charming Family Friendly Apartment,1742984,Rachel,,78721,30.26912,-97.68767,Entire home/apt,79,1,222,7/7/2019,2.49,1,327,52,170,2.269230769
164,344976,South Congress Getaway Bungalow,1749905,Adam,,78704,30.25035,-97.75722,Entire home/apt,370,3,34,6/18/2019,0.52,1,262,1,33,32
165,345221,Austin Historic Home Downtown SxSW,1644218,Cecily,,78701,30.27105,-97.74933,Entire home/apt,299,3,7,3/12/2019,0.08,2,331,2,5,1.5
166,345473,Exquisite Boutique SoCo Cottage with Shops and Restaurants Nearby,1751224,Whitney,,78704,30.24547,-97.74739,Entire home/apt,295,2,39,7/8/2019,0.51,1,130,2,37,17.5
167,345536,Austin Artist's Hm. in Hippest Area,1752493,Gigi,,78704,30.24836,-97.76186,Entire home/apt,165,2,167,6/30/2019,1.9,3,318,38,129,2.394736842
168,345571,SXSW/ACL/5 min. to downtown Austin-5-star reviews!,1217905,Christi,,78704,30.25702,-97.76414,Entire home/apt,582,2,17,6/19/2018,0.19,1,355,12,5,-0.583333333
170,347449,Cute Clarksville Condo,1722520,Rachelle,,78703,30.28226,-97.76035,Entire home/apt,156,5,3,8/5/2016,0.05,1,192,1,2,1
171,347572,East Austin Bungalow,1761506,Doug & Savanna,,78702,30.26487,-97.71649,Entire home/apt,125,2,16,3/16/2019,0.18,1,24,5,11,1.2
172,347654,ATX -SOCO 3bd House...beats hotels!,1761915,Charm,,78704,30.23618,-97.74439,Entire home/apt,430,1,28,5/26/2019,0.31,2,178,2,26,12
173,347736,Modern downtown loft on 6th St,1366664,Jason,,78702,30.26659,-97.73298,Entire home/apt,149,3,418,6/30/2019,4.67,1,49,115,303,1.634782609
174,347802,Hyde Park Bungalow close to UT & DT,1594787,Ananda & Dunstan,,78751,30.30232,-97.72633,Entire home/apt,119,2,196,3/25/2018,2.19,1,0,87,109,0.252873563
176,349447,"Eastside Cabana - Near UT,Downtown",1770424,Jason,,78702,30.27875,-97.72359,Entire home/apt,125,1,483,7/2/2019,5.42,5,331,103,380,2.689320388
177,349635,Central Austin (Tarrytown) Bed and Bath,1771402,Cindie,,78703,30.29933,-97.77637,Private room,59,1,42,3/18/2019,0.59,1,64,15,27,0.8
178,352543,"Bright Private Townhouse close for ACL, F1 & SXSW",1785118,Kyla,,78704,30.24489,-97.77263,Entire home/apt,525,2,22,4/28/2019,0.25,1,360,4,18,3.5
180,354263,Colorful Artsy and Unusual Guesthouse in Bouldin Creek,1752493,Gigi,,78704,30.24782,-97.76294,Entire home/apt,125,2,260,6/26/2019,2.91,3,334,82,178,1.170731707
181,354513,SXSW-Historic Home luxury-Central East Downtown,1795232,Sara,,78702,30.25859,-97.72983,Entire home/apt,908,3,5,3/15/2017,0.06,1,0,2,3,0.5
182,354542,★ Spacious Modern Luxury + Walk to Food & Bars! ★,1795524,Sarah,,78702,30.26332,-97.72082,Entire home/apt,1000,3,104,3/24/2019,1.17,1,76,23,81,2.52173913
183,354569,Ultimate casually elegant retreat,2049988,Mike,,78703,30.28923,-97.7606,Entire home/apt,248,3,11,7/5/2017,0.12,1,0,2,9,3.5
184,355176,Private South Austin Guest House,1798140,Scott,,78745,30.22062,-97.77387,Entire home/apt,141,30,16,4/27/2019,0.18,1,263,11,5,-0.545454545
185,355232,Great SXSW Location. 3br/2baths,1798084,Jeffrey,,78704,30.24803,-97.74556,Entire home/apt,1000,1,3,3/19/2017,0.04,1,365,2,1,-0.5
186,355792,"Clean, Cute & Central-Clarksville!",1801114,An,,78703,30.27927,-97.75422,Entire home/apt,119,2,12,7/6/2019,0.13,1,0,1,11,10
